RANK,RARITY SCORE,Model
108,94.79675225,Model E
109,94.67511715,Model E
110,94.37984844,Model W
111,94.22739996,Model M
112,94.15658858,Model W
113,94.11196802,Model E
114,93.90205426,Model O
115,93.45188948,Model E
116,93.35380811,Model M
117,93.20476264,Model M
118,92.95481021,Model W
119,92.12360512,Model E
120,92.02260062,Model M
121,92.01836291,Model E
122,91.96571679,Model M
123,91.90608699,Model O
124,91.857039,Model M
125,91.75826744,Model W
126,91.56793867,Model M
127,91.56450286,Model M
128,91.53731175,Model E
129,90.95788107,Model O
130,90.82928207,Model O
131,90.70006565,Model M
132,90.69415895,Model M
133,90.64366715,Model W
134,90.47185638,Model M
135,90.16358309,Model M
136,90.00711459,Model W
137,89.73774337,Model M
138,89.73188372,Model M
139,89.68940323,Model M
140,89.65966101,Model E
141,89.5529714,Model W
142,89.33369789,Model M
143,89.23078159,Model M
144,89.20704282,Model E
145,88.97577174,Model M
146,88.76501737,Model M
147,88.69313656,Model E
148,88.69224006,Model M
149,88.23303752,Model E
150,87.94547141,Model E
151,87.83901746,Model O
152,87.54254911,Model O
153,87.52416318,Model M
154,87.11954282,Model E
155,87.09727473,Model E
156,87.02436663,Model M
157,86.95300567,Model E
158,86.94027757,Model E
159,86.59671337,Model M
160,86.39502839,Model O
161,86.37859221,Model E
162,86.15460365,Model E
163,86.13782655,Model E
164,85.97158493,Model M
165,85.87069318,Model M
166,85.79904427,Model O
167,85.66747078,Model M
168,85.58768886,Model E
169,85.55461884,Model M
170,85.53229564,Model M
171,85.47216991,Model O
172,85.35524083,Model M
173,85.2527553,Model O
174,85.14771934,Model M
175,85.03785229,Model E
176,85.02755747,Model E
177,84.82970618,Model M
178,84.73240345,Model E
179,84.71894484,Model E
180,84.67634553,Model E
181,84.62480958,Model O
182,84.55753301,Model E
183,84.55601189,Model E
184,84.4893231,Model M
185,84.44933393,Model E
186,84.3617311,Model M
187,84.30655277,Model M
188,84.29822851,Model M
189,84.21622191,Model M
190,84.1389,Model O
191,84.04485657,Model M
192,84.02915666,Model O
193,83.9215421,Model E
194,83.90476831,Model O
195,83.88481995,Model M
196,83.86612623,Model M
197,83.84282435,Model M
198,83.82104396,Model M
199,83.67345896,Model E
200,83.59224246,Model E
201,83.57412545,Model E
202,83.44022816,Model E
203,83.35789172,Model M
204,83.34418444,Model M
205,83.0865421,Model E
206,83.00468964,Model O
207,82.86434167,Model M
208,82.80749968,Model E
209,82.74079921,Model M
210,82.61872335,Model O
211,82.50636901,Model E
212,82.22752383,Model E
213,82.2029448,Model M
214,82.13267845,Model O
215,81.66616757,Model O
216,81.64086293,Model M
217,81.46593899,Model M
218,81.24781176,Model M
219,81.22231775,Model E
220,81.03636121,Model E
221,81.01113819,Model O
222,80.97838953,Model O
223,80.96816585,Model M
224,80.92948383,Model E
225,80.72035331,Model E
226,80.61458217,Model O
227,80.60638102,Model E
228,80.55050216,Model M
229,80.27346224,Model M
230,80.23811038,Model E
231,80.17432934,Model E
232,80.01497738,Model E
233,79.89128406,Model M
234,79.83046539,Model M
235,79.59923492,Model M
236,79.52387823,Model O
237,79.40223561,Model O
238,79.39929953,Model O
239,79.07749364,Model M
240,79.0740517,Model E
241,78.96171543,Model E
242,78.9294491,Model M
243,78.9250463,Model M
244,78.89157129,Model E
245,78.79798953,Model E
246,78.74873088,Model M
247,78.71674139,Model O
248,78.68749251,Model M
249,78.47355392,Model E
250,78.36849864,Model M
251,78.29008266,Model O
252,78.15098498,Model E
253,78.11119582,Model O
254,78.10547287,Model E
255,78.10547287,Model E
256,78.04096803,Model M
257,78.00767332,Model M
258,77.99965724,Model M
259,77.95046026,Model E
260,77.94536147,Model E
261,77.91436804,Model M
262,77.79622742,Model M
263,77.72938711,Model M
264,77.71987692,Model O
265,77.67255871,Model O
266,77.67251914,Model O
267,77.65446367,Model E
268,77.60697163,Model M
269,77.59374151,Model M
270,77.54425671,Model M
271,77.42771198,Model M
272,77.4180847,Model M
273,77.38554611,Model E
274,77.3234174,Model M
275,77.24144004,Model M
276,77.20053739,Model M
277,76.95786646,Model O
278,76.75582063,Model E
279,76.73639326,Model E
280,76.65801667,Model E
281,76.56806006,Model E
282,76.5100104,Model E
283,76.4842154,Model O
284,76.38980609,Model E
285,76.37187605,Model M
286,76.36725878,Model M
287,76.30865021,Model O
288,76.30446478,Model M
289,76.22849637,Model M
290,76.06409707,Model M
291,76.05496689,Model E
292,76.00091437,Model O
293,75.96175664,Model E
294,75.93194417,Model E
295,75.92237578,Model E
296,75.89351539,Model E
297,75.85330905,Model E
298,75.64220628,Model M
299,75.43028352,Model M
300,75.35267375,Model E
301,75.33625861,Model M
302,75.29797283,Model M
303,75.26074606,Model O
304,75.21992728,Model M
305,75.10120497,Model M
306,75.09222564,Model O
307,75.08230099,Model M
308,74.89043489,Model M
309,74.87811636,Model O
310,74.8544188,Model M
311,74.7950093,Model M
312,74.74605348,Model M
313,74.70065824,Model E
314,74.62927634,Model E
315,74.48579397,Model M
316,74.44885456,Model O
317,74.43689142,Model M
318,74.39805922,Model M
319,74.16837826,Model E
320,74.12102229,Model E
321,74.05362627,Model M
322,73.9080613,Model M
323,73.87054969,Model E
324,73.78055163,Model M
325,73.74129568,Model M
326,73.66432975,Model M
327,73.4724066,Model E
328,73.37440889,Model M
329,73.05246578,Model E
330,73.0363467,Model M
331,72.90330651,Model M
332,72.76308886,Model E
333,72.69699567,Model O
334,72.67538614,Model M
335,72.64828663,Model E
336,72.43550984,Model M
337,72.32760268,Model E
338,72.31054139,Model M
339,72.27281432,Model O
340,72.2029227,Model M
341,72.17307204,Model O
342,72.17233015,Model O
343,72.14011142,Model O
344,72.05927942,Model M
345,72.02057847,Model E
346,71.95566767,Model O
347,71.75667978,Model E
348,71.73357078,Model M
349,71.72772613,Model M
350,71.4427706,Model O
351,71.19311194,Model O
352,71.127581,Model E
353,71.09298175,Model O
354,71.09003483,Model M
355,71.08577758,Model E
356,70.97072314,Model O
357,70.95074713,Model E
358,70.94877656,Model O
359,70.9068241,Model E
360,70.89744217,Model E
361,70.81419038,Model M
362,70.76974408,Model E
363,70.65456472,Model E
364,70.63663106,Model M
365,70.57857494,Model M
366,70.54118758,Model E
367,70.51460202,Model E
368,70.48593361,Model M
369,70.41827678,Model E
370,70.41722061,Model M
371,70.40655527,Model M
372,70.38599951,Model E
373,70.31883767,Model O
374,70.29612673,Model E
375,70.2815117,Model E
376,70.14010262,Model O
377,70.0648386,Model M
378,69.86213538,Model E
379,69.77937687,Model M
380,69.77409574,Model E
381,69.74803463,Model O
382,69.70375728,Model M
383,69.63956348,Model M
384,69.59412343,Model M
385,69.55960573,Model E
386,69.5217144,Model O
387,69.45398028,Model M
388,69.36985287,Model M
389,69.3355298,Model M
390,69.13169802,Model O
391,69.00551536,Model M
392,68.95390992,Model M
393,68.91316222,Model E
394,68.59016626,Model M
395,68.35595941,Model M
396,68.33666316,Model O
397,68.32218614,Model M
398,68.12106295,Model E
399,68.06737682,Model M
400,67.88423837,Model O
401,67.86274553,Model E
402,67.75240213,Model E
403,67.71127874,Model M
404,67.55364769,Model E
405,67.52744394,Model M
406,67.50604632,Model O
407,67.40781665,Model E
408,67.38732021,Model E
409,67.26347695,Model E
410,67.08052675,Model O
411,67.03587229,Model E
412,66.91073237,Model O
413,66.87364099,Model M
414,66.86085706,Model M
415,66.71384075,Model M
416,66.67562786,Model O
417,66.59169357,Model E
418,66.37354914,Model O
419,66.27825035,Model O
420,66.23450139,Model E
421,66.09986097,Model O
422,65.86954391,Model O
423,65.79798697,Model M
424,65.51488561,Model M
425,65.37262715,Model O
426,65.31040519,Model M
427,65.29694246,Model E
428,65.16837993,Model E
429,65.08432043,Model O
430,65.00573253,Model E
431,64.99141188,Model O
432,64.90200267,Model O
433,64.69261379,Model M
434,64.62351623,Model O
435,64.48658756,Model M
436,64.4512155,Model O
437,64.40853169,Model M
438,64.34263603,Model E
439,64.30601708,Model E
440,64.30530019,Model E
441,64.29659211,Model E
442,64.21251901,Model O
443,63.97595692,Model E
444,63.94640461,Model M
445,63.7729954,Model M
446,63.7612457,Model M
447,63.75217831,Model E
448,63.68233427,Model M
449,63.60687678,Model M
450,63.5510213,Model O
451,63.13591686,Model M
452,63.06660939,Model M
453,63.06461853,Model M
454,63.03940769,Model M
455,63.02001187,Model M
456,62.96477531,Model O
457,62.9312043,Model M
458,62.8047421,Model E
459,62.70148617,Model M
460,62.48354695,Model O
461,62.41415614,Model O
462,62.32768641,Model M
463,62.10349458,Model O
464,61.83558593,Model M
465,61.72510693,Model E
466,61.63034084,Model M
467,61.53479595,Model E
468,61.39495764,Model M
469,61.02481313,Model M
470,61.01862011,Model M
471,60.78530869,Model E
472,60.70567959,Model E
473,60.65493959,Model M
474,60.52381286,Model E
475,60.32972663,Model M
476,60.31482083,Model E
477,60.29911435,Model E
478,60.26925671,Model E
479,60.13327631,Model M
480,60.06558842,Model M
481,59.80823289,Model E
482,59.70682903,Model M
483,59.61545032,Model E
484,59.01636311,Model E
485,59.00922424,Model M
486,58.74618094,Model E
487,58.426722,Model M
488,57.59942079,Model M
489,57.21718106,Model M
490,57.14082328,Model M
491,57.04068438,Model E
492,56.02713516,Model M
493,55.82925686,Model E
494,55.66516733,Model E
495,55.63198758,Model E
496,55.15858069,Model M
497,54.21468273,Model E
498,54.19010186,Model M
499,52.46007282,Model M
500,51.29924991,Model M
501,50.5446999,Model M
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
