RANK,RARITY SCORE,Model
343,343.7494982,Model M
344,343.4944883,Model M
345,343.2837339,Model M
346,343.2109566,Model M
347,342.0428798,Model M
348,341.5430832,Model M
349,341.1154299,Model M
350,340.4903015,Model M
351,340.3894098,Model M
352,340.1861874,Model M
353,340.0733354,Model M
354,340.0510122,Model M
355,339.8739574,Model M
356,339.6664359,Model M
357,339.3484228,Model M
358,339.0080397,Model M
359,338.8804477,Model M
360,338.8252693,Model M
361,338.8169451,Model M
362,338.7349385,Model M
363,338.5635731,Model M
364,338.4035365,Model M
365,338.3848428,Model M
366,338.3615409,Model M
367,338.3397605,Model M
368,337.8766083,Model M
369,337.862901,Model M
370,337.3830582,Model M
371,337.2595158,Model M
372,336.7216614,Model M
373,336.1595795,Model M
374,335.9846556,Model M
375,335.7665283,Model M
376,335.4868824,Model M
377,335.0692187,Model M
378,334.7921788,Model M
379,334.4100006,Model M
380,334.349182,Model M
381,334.1179515,Model M
382,333.5962102,Model M
383,333.4481657,Model M
384,333.4437629,Model M
385,333.2674475,Model M
386,333.2062091,Model M
387,332.8872152,Model M
388,332.5596846,Model M
389,332.5263899,Model M
390,332.5183738,Model M
391,332.4330846,Model M
392,332.314944,Model M
393,332.2481037,Model M
394,332.1256882,Model M
395,332.1124581,Model M
396,332.0629733,Model M
397,331.9464286,Model M
398,331.9368013,Model M
399,331.842134,Model M
400,331.7601566,Model M
401,331.719254,Model M
402,330.8905926,Model M
403,330.8859754,Model M
404,330.8231814,Model M
405,330.7472129,Model M
406,330.5828136,Model M
407,330.1609229,Model M
408,329.9490001,Model M
409,329.8549752,Model M
410,329.8166894,Model M
411,329.7386439,Model M
412,329.6199216,Model M
413,329.6010176,Model M
414,329.4091515,Model M
415,329.3731354,Model M
416,329.3137259,Model M
417,329.2647701,Model M
418,329.0045105,Model M
419,328.955608,Model M
420,328.9167758,Model M
421,328.5723428,Model M
422,328.4267779,Model M
423,328.2992682,Model M
424,328.2600123,Model M
425,328.1830463,Model M
426,327.8931255,Model M
427,327.5550633,Model M
428,327.4220231,Model M
429,327.1941027,Model M
430,326.9542264,Model M
431,326.829258,Model M
432,326.7216393,Model M
433,326.577996,Model M
434,326.2522874,Model M
435,326.2464427,Model M
436,325.6087514,Model M
437,325.332907,Model M
438,325.1553476,Model M
439,325.0972915,Model M
440,325.0046502,Model M
441,324.9359372,Model M
442,324.9252718,Model M
443,324.5835552,Model M
444,324.2980934,Model M
445,324.2224739,Model M
446,324.1582801,Model M
447,324.11284,Model M
448,323.9726969,Model M
449,323.8885695,Model M
450,323.8542464,Model M
451,323.5242319,Model M
452,323.4726265,Model M
453,323.1088828,Model M
454,322.874676,Model M
455,322.8409027,Model M
456,322.5860934,Model M
457,322.2299953,Model M
458,322.0461605,Model M
459,321.3923576,Model M
460,321.3795736,Model M
461,321.2325573,Model M
462,320.3167035,Model M
463,320.0336022,Model M
464,319.8291218,Model M
465,319.2113304,Model M
466,319.0053041,Model M
467,318.9272483,Model M
468,318.4651212,Model M
469,318.291712,Model M
470,318.2799623,Model M
471,318.2010508,Model M
472,318.1255934,Model M
473,317.6546334,Model M
474,317.585326,Model M
475,317.5833351,Model M
476,317.5581243,Model M
477,317.5387285,Model M
478,317.4499209,Model M
479,317.2202027,Model M
480,316.846403,Model M
481,316.3543025,Model M
482,316.1490574,Model M
483,315.9136742,Model M
484,315.5435297,Model M
485,315.5373367,Model M
486,315.1736562,Model M
487,314.8484432,Model M
488,314.6519929,Model M
489,314.584305,Model M
490,314.2255456,Model M
491,313.5279408,Model M
492,312.9454386,Model M
493,312.1181374,Model M
494,311.7358976,Model M
495,311.6595399,Model M
496,310.5458517,Model M
497,309.6772973,Model M
498,308.7088184,Model M
499,306.9787894,Model M
500,305.8179665,Model M
501,305.0634165,Model M
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
